Desc	Orthogroup	AmyTra	ArcPla	BomMor	DanPle	EupSim	GynQin	HelArm	LymMon	ManSex	OpeBru	OrgAnt	PluXyl	SpoLit	TriNi
(null)	OG0001680	2	1	2	1	0	2	2	1	1	1	0	2	2	0
(null)	OG0001681	1	1	1	1	2	2	1	1	1	1	2	1	1	1
(null)	OG0001682	3	1	1	1	1	1	1	1	1	1	1	1	1	2
(null)	OG0001683	1	2	1	3	1	1	1	1	1	0	2	1	1	1
(null)	OG0001684	1	1	1	1	1	1	1	1	3	2	1	1	1	1
(null)	OG0001685	2	1	1	1	2	1	1	1	2	1	1	1	1	1
(null)	OG0001686	1	1	1	1	1	1	2	1	3	1	1	1	1	1
(null)	OG0001687	1	1	1	3	1	1	1	1	1	2	1	1	1	1
(null)	OG0001688	1	2	1	1	1	2	1	1	1	2	1	1	1	1
(null)	OG0001689	2	1	1	1	1	1	1	2	1	2	1	1	1	1
(null)	OG0001690	1	1	1	1	1	1	1	1	1	3	1	1	1	2
(null)	OG0001691	1	2	1	1	2	1	1	1	1	2	1	1	1	1
(null)	OG0001692	1	1	1	1	1	1	1	1	2	3	1	1	1	1
(null)	OG0001693	1	1	1	1	1	1	1	1	1	4	1	1	1	1
(null)	OG0001694	1	4	1	1	1	1	1	1	1	1	0	1	1	2
(null)	OG0001695	2	1	1	1	2	1	1	1	1	1	2	1	1	1
(null)	OG0001696	1	1	1	1	1	1	1	1	4	1	1	1	1	1
(null)	OG0001697	1	2	1	2	2	1	1	1	1	1	1	1	1	1
(null)	OG0001698	1	1	0	1	2	1	3	1	1	1	1	1	2	1
(null)	OG0001699	2	1	1	1	0	1	1	1	2	3	1	1	1	1
(null)	OG0001700	2	3	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0001701	4	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0001702	1	1	1	1	1	1	1	1	2	2	2	1	1	1
(null)	OG0001703	1	1	1	1	1	1	2	1	2	2	1	1	1	1
(null)	OG0001704	1	2	1	1	1	2	1	1	1	2	1	1	1	1
(null)	OG0001705	3	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	OG0001706	1	2	1	1	1	1	1	1	1	3	1	1	1	1
(null)	OG0001707	2	2	1	1	1	1	1	1	1	1	1	1	1	2
(null)	OG0001708	1	2	1	1	2	1	1	1	2	1	1	1	1	1
(null)	OG0001709	2	2	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0001710	1	2	1	1	1	1	1	1	2	2	1	1	1	1
(null)	OG0001711	3	1	1	1	1	1	1	1	2	1	1	1	1	1
(null)	OG0001712	2	1	0	1	1	1	1	1	1	4	1	1	1	1
(null)	OG0001713	2	1	1	2	1	1	1	1	1	2	1	1	1	1
(null)	OG0001714	3	1	1	1	1	1	1	1	2	1	1	1	1	1
(null)	OG0001715	1	1	1	2	1	1	1	1	2	2	1	1	1	1
(null)	OG0001716	1	1	1	2	1	1	2	2	1	1	1	1	1	1
(null)	OG0001717	2	1	1	1	1	1	1	1	1	2	1	2	1	1
(null)	OG0001718	1	2	1	2	1	1	1	1	1	2	1	1	1	1
(null)	OG0001719	2	2	1	1	1	1	1	1	1	2	1	1	1	1
(null)	OG0001720	3	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0001721	2	1	1	1	1	1	1	2	2	1	1	1	1	1
(null)	OG0001722	3	1	1	1	1	1	1	1	1	1	2	1	1	1
(null)	OG0001723	1	1	1	1	1	1	2	1	1	1	1	1	1	3
(null)	OG0001724	2	2	1	1	1	1	1	2	1	1	1	1	1	1
(null)	OG0001725	1	1	0	2	1	1	1	1	1	1	1	2	1	3
(null)	OG0001726	1	1	1	1	1	1	1	1	1	2	2	1	2	1
(null)	OG0001727	1	2	1	2	1	1	1	1	1	2	1	1	1	1
(null)	OG0001728	1	1	1	1	1	2	1	2	1	1	2	1	1	1
(null)	OG0001729	2	1	1	1	1	1	1	1	1	1	1	1	2	2
(null)	OG0001730	1	2	1	2	1	1	1	1	2	1	1	1	1	1
(null)	OG0001731	1	4	1	1	0	1	1	1	1	1	1	2	1	1
(null)	OG0001732	1	2	1	1	1	1	2	1	1	1	1	1	2	1
(null)	OG0001733	1	4	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0001734	1	1	1	1	1	1	1	1	1	3	1	2	1	1
(null)	OG0001735	1	1	1	1	1	1	1	1	2	1	1	1	1	3
(null)	OG0001736	4	1	1	2	1	1	1	1	1	0	1	1	1	1
(null)	OG0001737	1	1	1	1	1	4	1	1	1	1	1	1	1	1
(null)	OG0001738	3	1	1	1	1	0	1	1	3	1	1	1	1	1
(null)	OG0001739	2	1	1	1	3	1	1	1	1	1	1	1	1	1
(null)	OG0001740	1	2	1	1	1	2	1	2	1	2	0	1	1	1
(null)	OG0001741	3	1	1	1	1	1	1	1	1	1	1	2	1	1
(null)	OG0001742	3	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	OG0001743	2	1	1	1	1	1	1	1	1	2	1	2	1	1
(null)	OG0001744	2	1	1	2	1	1	2	1	2	0	1	1	1	1
(null)	OG0001745	2	1	0	1	1	1	1	1	3	1	1	1	1	2
(null)	OG0001746	4	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0001747	1	3	1	1	1	1	2	1	1	1	1	1	1	1
(null)	OG0001748	1	2	1	1	0	3	2	0	1	3	0	1	1	1
(null)	OG0001749	1	1	1	2	1	1	1	1	3	1	1	1	1	1
(null)	OG0001750	1	1	1	1	1	1	1	1	1	2	1	1	1	3
(null)	OG0001751	1	2	1	1	1	2	2	1	1	1	1	1	1	1
(null)	OG0001752	3	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	OG0001753	2	1	1	1	1	1	1	1	1	1	1	1	2	2
(null)	OG0001754	3	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0001755	1	2	1	1	1	1	1	2	1	2	1	0	1	2
(null)	OG0001756	2	1	1	1	1	1	1	1	1	2	1	1	2	1
(null)	OG0001757	2	1	1	1	2	1	1	1	1	1	1	1	1	2
(null)	OG0001758	1	1	1	1	1	1	1	1	1	1	1	3	1	2
(null)	OG0001759	1	1	1	2	1	1	1	1	1	1	3	1	1	1
(null)	OG0001760	1	1	2	2	1	1	1	1	1	2	1	1	1	1
(null)	OG0001761	1	2	1	1	1	1	1	1	1	1	1	1	1	3
(null)	OG0001762	1	1	1	1	1	1	1	1	3	1	1	1	1	2
(null)	OG0001763	1	1	1	1	1	1	1	1	1	2	1	2	2	1
(null)	OG0001764	1	1	1	1	1	1	1	1	1	1	1	4	1	1
(null)	OG0001765	2	1	0	2	1	1	2	1	1	1	1	1	1	2
(null)	OG0001766	2	0	1	1	1	1	1	1	2	2	1	1	2	1
(null)	OG0001767	1	2	1	1	0	1	0	2	1	1	0	1	2	4
(null)	OG0001768	1	1	1	2	1	1	1	1	1	3	1	1	1	1
(null)	OG0001769	1	1	1	2	1	1	1	1	1	3	1	1	1	1
(null)	OG0001770	1	2	1	1	1	1	1	1	1	2	1	1	1	2
(null)	OG0001771	2	1	1	1	1	1	1	1	3	1	1	1	1	1
(null)	OG0001772	1	1	1	1	1	1	1	1	1	4	1	1	1	1
(null)	OG0001773	1	3	1	1	2	1	1	1	1	2	1	0	1	1
(null)	OG0001774	2	1	1	1	1	1	2	1	1	2	1	1	1	1
(null)	OG0001775	1	1	1	1	1	1	1	1	2	3	1	1	1	1
(null)	OG0001776	2	1	1	1	1	1	1	1	1	2	1	1	1	2
(null)	OG0001777	2	1	1	2	1	1	1	1	2	1	1	1	1	1
(null)	OG0001778	2	2	2	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0001779	1	1	1	2	1	1	1	2	1	1	1	2	1	1
(null)	OG0001780	2	1	1	1	0	2	1	2	1	1	1	2	1	1
(null)	OG0001781	1	1	2	1	1	1	1	0	1	3	1	1	1	2
(null)	OG0001782	1	1	1	1	1	1	1	1	1	2	1	1	3	1
(null)	OG0001783	2	1	1	1	1	1	1	1	1	3	1	1	1	1
(null)	OG0001784	1	0	1	2	1	1	1	1	2	2	1	1	1	2
(null)	OG0001785	1	1	1	2	1	1	1	1	1	3	1	1	1	1
(null)	OG0001786	1	1	1	1	1	1	1	1	3	1	2	1	1	1
(null)	OG0001787	1	1	1	1	1	1	1	4	1	1	1	1	1	1
(null)	OG0001788	1	3	1	1	2	1	1	1	1	1	1	1	1	1
(null)	OG0001789	2	2	1	1	1	1	1	1	1	2	1	1	1	1
(null)	OG0001790	1	1	1	2	1	1	1	1	2	1	1	1	1	2
(null)	OG0001791	1	1	1	1	1	1	1	3	1	2	1	1	1	1
(null)	OG0001792	1	1	1	2	1	1	1	1	2	2	1	1	1	1
(null)	OG0001793	1	2	1	1	1	1	1	1	1	3	1	1	1	1
(null)	OG0001794	1	1	1	1	1	1	1	3	1	1	1	1	1	2
(null)	OG0001795	1	2	2	2	1	2	2	1	0	0	0	0	2	2
(null)	OG0001796	2	1	1	1	1	1	1	1	1	1	1	1	1	3
(null)	OG0001797	1	1	1	1	2	2	1	1	1	1	2	1	1	1
(null)	OG0001798	1	1	1	1	1	0	1	2	2	2	1	1	1	2
(null)	OG0001799	1	1	1	3	1	1	1	2	1	1	1	1	1	1
(null)	OG0001800	4	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0001801	1	1	1	1	1	1	1	1	4	1	1	1	1	1
(null)	OG0001802	2	1	1	1	1	1	1	1	3	1	1	1	1	1
(null)	OG0001803	2	1	1	1	1	1	1	1	2	1	1	1	1	2
(null)	OG0001804	1	1	1	1	1	1	1	1	3	1	1	2	1	1
(null)	OG0001805	2	1	1	1	1	1	1	2	2	1	1	1	1	1
(null)	OG0001806	1	1	1	1	2	2	1	1	1	2	1	1	1	1
(null)	OG0001807	3	1	1	1	2	1	1	1	1	1	1	1	1	1
(null)	OG0001808	3	1	1	1	1	1	1	1	1	1	1	1	1	2
(null)	OG0001809	1	1	1	1	1	1	1	1	3	2	1	1	1	1
(null)	OG0001810	1	1	1	1	1	1	1	1	1	4	1	1	1	1
(null)	OG0001811	1	1	1	1	2	1	1	3	2	0	1	1	1	1
(null)	OG0001812	2	1	1	1	2	1	1	1	1	1	1	1	2	1
(null)	OG0001813	2	1	1	1	1	1	1	1	1	2	1	1	1	2
(null)	OG0001814	1	2	1	1	1	2	1	1	1	2	1	1	1	1
(null)	OG0001815	1	1	1	1	1	1	1	4	1	1	1	1	1	1
(null)	OG0001816	2	1	1	1	1	1	1	1	1	2	1	1	2	1
(null)	OG0001817	1	2	0	1	1	2	2	1	1	2	1	1	1	1
(null)	OG0001818	1	1	2	1	1	1	1	1	3	1	1	1	1	1
(null)	OG0001819	4	0	3	1	2	3	2	1	1	0	0	0	0	0
(null)	OG0001820	1	1	1	1	1	1	1	1	3	2	1	1	1	1
(null)	OG0001821	1	1	1	1	2	1	1	1	3	1	1	1	1	1
(null)	OG0001822	1	3	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0001823	1	2	1	1	1	2	1	1	1	1	1	2	1	1
(null)	OG0001824	2	1	1	1	1	1	1	1	2	2	1	1	1	1
(null)	OG0001825	2	1	1	0	1	1	1	1	4	0	1	2	1	1
(null)	OG0001826	1	2	1	1	1	1	1	1	1	2	2	1	1	1
(null)	OG0001827	1	1	1	0	1	1	2	2	1	0	1	1	1	4
(null)	OG0001828	2	1	1	2	1	1	1	1	1	2	1	1	1	1
(null)	OG0001829	1	1	1	1	1	1	1	1	1	4	1	1	1	1
(null)	OG0001830	1	2	1	1	1	1	2	1	1	2	1	1	1	1
(null)	OG0001831	2	1	1	2	1	1	1	1	1	2	1	1	1	1
(null)	OG0001832	1	1	4	0	1	1	1	0	1	2	1	0	1	3
(null)	OG0001833	1	2	0	3	1	1	1	1	1	1	1	2	1	1
(null)	OG0001834	2	1	1	1	1	1	1	2	2	1	1	1	1	1
(null)	OG0001835	1	2	0	1	1	2	2	1	1	1	1	2	1	1
(null)	OG0001836	1	1	1	1	1	1	1	1	2	3	1	1	1	1
(null)	OG0001837	1	0	0	0	0	0	2	0	1	3	0	8	2	0
(null)	OG0001838	1	1	1	1	1	1	1	1	1	2	1	2	1	2
(null)	OG0001839	1	2	1	1	1	1	1	2	1	1	2	1	1	1
(null)	OG0001840	1	1	1	1	1	1	2	1	2	2	1	1	1	1
(null)	OG0001841	1	2	1	2	1	2	1	1	1	1	1	1	1	1
(null)	OG0001842	1	1	1	2	1	1	1	1	1	2	1	1	1	2
(null)	OG0001843	1	1	2	2	1	1	1	1	1	0	1	2	2	1
(null)	OG0001844	1	2	1	1	1	1	1	1	1	1	1	1	1	3
(null)	OG0001845	1	1	1	1	1	1	1	1	1	2	2	1	1	2
(null)	OG0001846	1	1	2	1	1	0	2	1	2	1	1	1	2	1
(null)	OG0001847	1	0	1	1	1	2	1	1	2	3	1	1	1	1
(null)	OG0001848	4	1	0	1	1	1	1	1	2	1	1	1	1	1
(null)	OG0001849	1	1	1	1	1	1	1	1	3	2	1	1	1	1
(null)	OG0001850	1	1	1	1	1	2	1	2	1	2	1	1	1	1
(null)	OG0001851	1	2	1	1	1	1	1	1	3	0	1	1	1	2
(null)	OG0001852	1	2	1	1	1	1	1	1	1	3	1	1	1	1
(null)	OG0001853	1	1	1	1	1	1	1	1	3	1	1	1	2	1
(null)	OG0001854	1	2	1	1	1	2	1	1	1	2	1	1	1	1
(null)	OG0001855	1	2	1	1	1	1	2	1	2	1	1	1	1	1
(null)	OG0001856	2	1	1	2	1	1	1	1	1	1	1	1	2	1
(null)	OG0001857	1	1	1	1	1	1	1	1	4	1	1	1	1	1
(null)	OG0001858	1	1	1	1	1	1	1	1	1	3	1	1	1	2
(null)	OG0001859	1	3	1	1	2	1	1	1	1	1	1	1	1	1
(null)	OG0001860	2	1	1	1	1	1	1	1	2	1	1	1	1	2
(null)	OG0001861	1	2	1	2	1	1	1	2	1	1	1	1	1	1
(null)	OG0001862	2	1	1	1	1	1	1	1	2	2	1	1	1	1
(null)	OG0001863	1	1	1	1	1	1	0	1	3	2	1	2	1	1
(null)	OG0001864	1	1	2	1	1	1	2	2	1	1	1	1	1	1
(null)	OG0001865	2	1	1	1	1	2	1	1	1	1	2	1	1	1
(null)	OG0001866	1	1	1	2	1	1	1	1	1	2	2	1	1	1
(null)	OG0001867	1	1	1	1	1	1	1	1	1	2	1	1	1	3
(null)	OG0001868	1	1	1	1	1	1	3	1	1	1	1	1	2	1
(null)	OG0001869	1	1	1	2	1	1	1	1	1	3	1	1	1	1
(null)	OG0001870	5	1	0	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0001871	2	2	1	1	1	1	1	1	1	2	1	1	1	1
(null)	OG0001872	2	1	1	1	1	1	1	1	1	3	1	1	1	1
(null)	OG0001873	1	2	1	1	1	1	1	1	1	2	1	1	2	1
(null)	OG0001874	1	1	1	1	1	1	2	1	2	1	1	2	1	1
(null)	OG0001875	1	1	1	1	1	1	1	1	4	1	1	1	1	1
(null)	OG0001876	1	1	0	1	2	1	2	1	1	3	1	1	1	1
(null)	OG0001877	2	2	1	1	1	1	1	1	1	2	1	1	1	1
(null)	OG0001878	1	1	1	1	1	1	1	1	2	2	1	2	1	1
(null)	OG0001879	2	1	1	2	1	1	1	1	1	2	1	1	1	1
(null)	OG0001880	1	1	1	1	2	2	1	1	1	1	2	1	1	1
(null)	OG0001881	1	1	1	1	1	1	1	1	1	2	3	1	1	1
(null)	OG0001882	1	1	1	1	2	1	1	1	2	2	1	1	1	1
(null)	OG0001883	1	1	1	2	1	2	1	1	2	1	1	1	1	1
(null)	OG0001884	1	1	1	1	1	1	2	1	1	3	1	1	1	1
(null)	OG0001885	3	1	1	1	1	1	1	1	1	1	1	1	1	2
(null)	OG0001886	1	2	1	2	1	1	1	1	1	1	1	1	2	1
(null)	OG0001887	2	2	1	0	0	1	2	1	1	2	1	1	2	1
(null)	OG0001888	1	1	1	1	1	1	1	1	1	2	1	2	1	2
(null)	OG0001889	3	1	1	2	1	1	1	1	1	1	1	1	1	1
(null)	OG0001890	3	0	1	1	1	2	1	1	1	1	1	1	1	2
(null)	OG0001891	3	1	0	2	1	1	1	2	1	0	1	1	1	2
(null)	OG0001892	2	1	0	1	1	1	1	1	3	2	1	1	1	1
(null)	OG0001893	1	1	2	2	0	1	0	2	2	0	0	2	2	2
(null)	OG0001894	1	1	1	1	1	1	1	1	4	1	1	1	1	1
(null)	OG0001895	1	0	1	1	1	0	5	2	1	0	1	2	1	1
(null)	OG0001896	1	1	1	1	1	1	1	1	2	1	1	1	1	3
(null)	OG0001897	4	1	0	1	1	1	1	1	1	1	1	1	1	2
(null)	OG0001898	1	1	1	1	1	1	1	1	2	1	1	1	3	1
(null)	OG0001899	1	2	1	1	1	1	1	1	1	2	1	1	2	1
(null)	OG0001900	1	1	1	1	1	1	1	1	1	2	1	1	3	1
(null)	OG0001901	3	1	1	1	1	1	1	1	2	1	1	1	1	1
(null)	OG0001902	1	1	1	1	1	1	1	1	4	1	1	1	1	1
(null)	OG0001903	1	1	1	2	1	1	1	1	1	3	1	1	1	1
(null)	OG0001904	1	1	1	2	1	1	1	1	1	1	1	1	1	3
(null)	OG0001905	1	1	1	1	1	2	1	1	1	2	1	2	1	1
(null)	OG0001906	1	1	1	1	1	1	1	1	2	3	1	1	1	1
(null)	OG0001907	1	1	2	2	1	1	1	1	1	2	1	1	1	1
(null)	OG0001908	1	1	1	1	1	1	2	1	1	2	2	1	1	1
(null)	OG0001909	1	2	1	1	2	1	1	1	1	1	2	1	1	1
(null)	OG0001910	1	1	1	1	1	1	1	1	1	2	1	1	1	3
(null)	OG0001911	1	1	1	1	1	1	1	1	1	2	1	1	1	3
(null)	OG0001912	2	1	1	1	2	1	1	1	2	1	1	1	1	1
(null)	OG0001913	1	3	1	1	1	1	1	1	2	0	1	1	1	2
(null)	OG0001914	1	1	1	1	1	0	1	0	3	1	1	4	1	1
(null)	OG0001915	2	1	1	1	1	1	1	1	3	1	1	1	1	1
(null)	OG0001916	1	1	1	1	1	1	1	2	1	2	2	1	1	1
(null)	OG0001917	1	1	1	2	1	1	2	1	1	1	2	1	1	1
(null)	OG0001918	1	2	1	1	1	1	1	1	1	2	2	1	1	1
(null)	OG0001919	1	1	1	1	1	1	1	1	2	1	1	3	1	1
(null)	OG0001920	1	1	1	1	1	1	1	1	1	2	2	1	1	2
(null)	OG0001921	1	1	1	1	1	1	1	1	3	1	1	1	1	2
(null)	OG0001922	1	1	1	1	2	1	1	1	2	0	1	1	2	2
(null)	OG0001923	2	1	1	1	1	1	2	1	1	1	1	1	1	2
(null)	OG0001924	1	1	1	1	1	2	1	1	3	1	1	1	1	1
(null)	OG0001925	1	4	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0001926	1	1	1	1	1	1	1	1	3	2	1	1	1	1
(null)	OG0001927	1	2	1	1	1	2	1	1	2	1	1	1	1	1
(null)	OG0001928	2	1	0	1	1	1	1	1	1	2	1	1	2	2
(null)	OG0001929	4	1	1	1	1	1	1	1	1	0	1	1	1	2
(null)	OG0001930	1	1	1	1	1	2	2	2	1	1	1	1	1	1
(null)	OG0001931	1	6	0	0	3	3	0	1	0	0	0	2	1	0
(null)	OG0001932	1	1	2	1	1	2	1	1	1	2	1	1	1	1
(null)	OG0001933	1	1	1	2	2	1	1	1	2	1	1	1	1	1
(null)	OG0001934	1	1	1	1	1	1	1	1	1	2	2	1	2	1
(null)	OG0001935	1	2	1	1	1	1	1	2	1	2	1	1	1	1
(null)	OG0001936	4	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0001937	2	1	1	2	1	1	1	1	1	2	1	1	1	1
(null)	OG0001938	1	2	1	1	1	1	1	1	1	3	1	1	1	1
(null)	OG0001939	3	1	1	1	1	1	2	1	1	1	1	1	1	1
(null)	OG0001940	1	1	1	1	1	1	1	1	4	1	1	1	1	1
(null)	OG0001941	2	3	1	1	1	2	2	0	2	0	1	0	1	1
(null)	OG0001942	1	1	1	1	1	1	1	2	1	2	1	1	1	2
(null)	OG0001943	1	4	1	2	1	1	1	1	1	1	1	1	1	0
(null)	OG0001944	2	1	1	2	1	1	2	1	2	0	1	1	1	1
(null)	OG0001945	1	1	1	1	2	1	1	1	1	2	1	1	2	1
(null)	OG0001946	1	2	1	1	1	1	1	2	1	2	1	1	1	1
(null)	OG0001947	1	1	1	2	1	1	1	1	1	2	1	2	1	1
(null)	OG0001948	1	1	1	1	1	1	1	1	1	4	1	1	1	1
(null)	OG0001949	1	0	1	1	1	1	1	1	2	1	1	1	1	4
(null)	OG0001950	1	1	0	2	1	3	1	1	1	1	1	2	1	1
(null)	OG0001951	1	1	1	1	1	1	1	1	2	2	1	2	1	1
(null)	OG0001952	1	3	1	1	1	1	1	1	1	2	1	1	1	1
(null)	OG0001953	1	1	1	1	1	1	1	1	4	1	1	1	1	1
(null)	OG0001954	1	1	1	2	1	1	1	1	2	1	1	1	1	2
(null)	OG0001955	1	1	1	1	1	1	1	1	2	3	1	1	1	1
(null)	OG0001956	1	1	1	1	1	1	1	2	1	1	2	2	1	1
(null)	OG0001957	2	1	1	2	2	1	1	1	1	1	1	1	1	1
(null)	OG0001958	1	1	1	1	1	1	1	1	1	2	1	1	2	2
(null)	OG0001959	1	1	1	2	1	1	2	1	1	1	2	1	1	1
(null)	OG0001960	2	1	1	1	1	1	1	1	3	1	1	1	1	1
(null)	OG0001961	3	1	2	1	1	1	1	1	2	1	1	0	1	1
(null)	OG0001962	1	1	0	2	1	1	1	1	2	1	1	1	1	3
(null)	OG0001963	1	1	1	1	1	1	2	1	2	1	1	1	1	2
(null)	OG0001964	1	2	1	1	1	3	1	1	1	1	1	1	1	1
(null)	OG0001965	1	1	1	1	2	2	1	2	1	0	2	1	1	1
(null)	OG0001966	1	1	1	1	1	1	1	2	1	2	1	1	1	2
(null)	OG0001967	1	3	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0001968	2	2	1	1	1	1	1	1	1	2	1	1	1	1
(null)	OG0001969	1	1	1	1	1	1	1	1	2	1	1	1	3	1
(null)	OG0001970	1	1	1	1	1	1	1	1	3	1	1	1	1	2
(null)	OG0001971	1	1	0	1	1	1	2	1	1	2	1	1	1	3
(null)	OG0001972	1	1	1	1	1	1	3	1	1	1	1	1	2	1
(null)	OG0001973	1	1	1	2	1	1	1	1	2	1	1	1	1	2
(null)	OG0001974	1	2	1	1	1	1	1	1	2	1	1	1	2	1
(null)	OG0001975	2	1	1	1	1	1	1	1	1	1	1	1	1	3
(null)	OG0001976	1	1	1	1	1	1	1	1	1	2	1	2	1	2
(null)	OG0001977	1	2	1	1	1	1	1	1	1	3	1	1	1	1
(null)	OG0001978	1	1	1	2	1	1	1	1	2	1	1	1	1	2
(null)	OG0001979	1	1	1	1	1	1	1	1	3	2	1	1	1	1
(null)	OG0001980	1	1	1	1	1	1	1	1	2	1	1	1	1	3
(null)	OG0001981	1	2	1	1	3	1	0	1	2	1	1	1	1	1
(null)	OG0001982	1	1	1	2	1	2	1	1	1	2	1	1	1	1
(null)	OG0001983	1	1	1	1	1	1	2	1	1	1	2	1	2	1
(null)	OG0001984	1	1	1	1	2	1	1	2	1	1	1	1	1	2
(null)	OG0001985	1	2	1	1	1	1	1	1	2	2	1	1	1	1
(null)	OG0001986	1	1	1	1	1	1	1	1	3	1	1	1	1	2
(null)	OG0001987	1	2	1	1	1	2	1	1	1	1	1	1	1	2
(null)	OG0001988	1	1	1	1	1	1	1	1	3	0	1	2	2	1
(null)	OG0001989	1	1	1	1	1	1	1	1	2	1	1	2	1	2
(null)	OG0001990	1	1	1	1	1	1	1	1	2	1	1	1	1	3
(null)	OG0001991	1	3	1	1	1	1	1	1	1	2	1	1	1	1
(null)	OG0001992	1	1	0	1	1	1	1	1	2	2	1	1	2	2
(null)	OG0001993	1	1	0	2	2	1	1	1	3	1	1	1	1	1
(null)	OG0001994	1	1	1	1	1	1	1	2	2	0	1	1	1	3
(null)	OG0001995	1	1	1	1	1	1	1	1	3	1	1	1	2	1
(null)	OG0001996	1	0	0	0	0	1	0	0	0	14	0	0	0	1
(null)	OG0001997	1	2	1	1	1	1	1	1	1	1	1	1	1	3
(null)	OG0001998	1	2	2	1	1	1	1	1	2	1	1	1	1	1
(null)	OG0001999	1	2	1	2	1	1	1	1	1	2	1	1	1	1
(null)	OG0002000	3	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	OG0002001	1	2	1	1	1	1	1	1	1	1	2	2	1	1
(null)	OG0002002	1	2	1	1	1	1	1	2	1	2	1	1	1	1
(null)	OG0002003	1	1	1	2	1	1	1	1	3	1	1	1	1	1
(null)	OG0002004	1	1	1	1	2	1	1	1	1	3	1	1	1	1
(null)	OG0002005	1	1	1	1	1	1	2	1	3	1	1	1	1	1
(null)	OG0002006	1	1	1	1	1	1	1	1	2	3	1	1	1	1
(null)	OG0002007	1	1	1	1	1	1	2	2	1	1	1	1	1	2
(null)	OG0002008	1	1	1	1	2	1	1	1	3	1	1	1	1	1
(null)	OG0002009	1	1	1	1	1	1	1	1	3	1	2	1	1	1
(null)	OG0002010	1	1	2	1	1	1	1	1	2	1	1	1	1	2
(null)	OG0002011	1	0	1	1	2	2	1	2	1	1	2	1	1	1
(null)	OG0002012	1	2	1	1	1	1	1	1	1	3	1	1	1	1
(null)	OG0002013	1	4	0	0	1	1	1	1	0	1	1	0	4	2
(null)	OG0002014	2	1	0	1	2	2	1	1	1	1	2	1	1	1
(null)	OG0002015	2	1	1	1	1	1	1	1	1	3	1	1	1	1
(null)	OG0002016	1	1	1	1	1	1	1	1	3	1	1	1	1	2
(null)	OG0002017	1	1	1	1	1	1	1	1	2	1	1	1	1	3
(null)	OG0002018	3	1	1	1	1	1	1	2	1	1	1	1	1	1
(null)	OG0002019	1	3	1	1	1	1	1	1	1	2	1	1	1	1
(null)	OG0002020	1	1	1	3	1	1	1	1	1	1	1	2	1	1
(null)	OG0002021	1	1	2	1	1	1	1	1	3	1	1	1	1	1
(null)	OG0002022	1	1	1	1	1	1	1	1	1	3	1	1	1	2
(null)	OG0002023	1	1	2	1	0	0	2	1	2	1	1	1	2	2
(null)	OG0002024	1	1	1	2	1	1	1	1	2	2	1	1	1	1
(null)	OG0002025	1	1	1	1	1	1	1	1	3	2	1	1	1	1
(null)	OG0002026	2	1	1	1	1	1	1	2	1	2	1	1	1	1
(null)	OG0002027	1	2	1	1	1	1	1	1	3	0	1	1	1	2
(null)	OG0002028	1	1	1	2	1	2	1	1	1	2	1	1	1	1
(null)	OG0002029	1	3	0	2	1	1	1	1	2	1	1	1	1	1
(null)	OG0002030	1	1	1	2	1	2	1	1	1	2	1	1	1	1
(null)	OG0002031	1	1	1	1	1	1	1	1	1	1	1	1	4	1
(null)	OG0002032	1	1	1	1	1	1	1	1	4	1	1	1	1	1
(null)	OG0002033	2	1	1	1	0	1	1	1	3	2	1	1	1	1
(null)	OG0002034	1	1	1	2	2	1	2	1	1	1	1	1	1	1
(null)	OG0002035	1	2	2	1	1	1	1	1	1	2	1	1	1	1
(null)	OG0002036	1	1	1	1	1	1	1	2	2	2	1	1	1	1
(null)	OG0002037	1	1	1	2	1	1	1	1	1	2	1	1	1	2
(null)	OG0002038	1	1	2	2	1	1	1	1	1	2	1	1	1	1
(null)	OG0002039	1	2	1	1	1	2	1	1	1	2	1	1	1	1
(null)	OG0002040	2	2	1	1	1	1	1	1	1	2	1	1	0	2
(null)	OG0002041	1	1	2	1	0	1	3	1	1	1	1	1	1	2
(null)	OG0002042	2	1	1	1	1	0	1	1	2	2	1	1	2	1
(null)	OG0002043	1	2	3	1	0	1	1	1	2	1	1	1	1	1
(null)	OG0002044	1	1	1	1	1	1	1	1	1	2	3	1	1	1
(null)	OG0002045	1	1	1	1	1	1	2	1	2	2	0	1	2	1
