Desc	Orthogroup	AmyTra	ArcPla	BomMor	DanPle	EupSim	GynQin	HelArm	LymMon	ManSex	OpeBru	OrgAnt	PluXyl	SpoLit	TriNi
(null)	OG0011285	1	1	0	1	0	1	1	1	0	0	0	1	0	1
(null)	OG0011286	1	1	0	0	0	4	0	1	0	0	1	0	0	0
(null)	OG0011287	1	0	1	1	0	1	1	0	1	0	0	1	0	1
(null)	OG0011288	1	1	0	0	0	1	0	1	0	2	2	0	0	0
(null)	OG0011289	1	0	1	1	0	0	1	0	1	0	0	1	1	1
(null)	OG0011290	1	2	0	0	0	2	0	0	0	2	1	0	0	0
(null)	OG0011291	1	1	1	1	0	0	1	0	0	0	0	1	1	1
(null)	OG0011292	1	1	0	0	1	1	1	0	0	1	0	0	1	1
(null)	OG0011293	1	0	0	1	0	0	1	0	1	1	0	1	1	1
(null)	OG0011294	1	0	0	0	0	4	1	0	0	0	1	0	0	1
(null)	OG0011295	1	1	0	0	1	2	1	0	1	0	0	0	1	0
(null)	OG0011296	1	0	1	0	1	1	1	0	0	0	0	1	1	1
(null)	OG0011297	1	1	1	0	0	1	1	0	0	1	0	1	1	0
(null)	OG0011298	1	1	1	1	0	1	0	0	1	1	0	0	0	1
(null)	OG0011299	1	1	1	1	0	1	1	0	1	0	0	0	0	1
(null)	OG0011300	1	0	1	1	0	0	1	0	1	0	0	1	1	1
(null)	OG0011301	1	1	0	1	0	0	0	0	1	1	0	1	1	1
(null)	OG0011302	0	1	1	0	0	1	1	0	0	0	0	1	2	1
(null)	OG0011303	0	1	0	0	0	1	1	0	1	0	0	1	1	2
(null)	OG0011304	0	1	1	0	0	1	1	0	2	0	0	0	1	1
(null)	OG0011305	0	1	0	1	0	1	0	1	1	1	0	1	0	1
(null)	OG0011306	0	1	1	0	0	0	1	0	1	1	0	1	1	1
(null)	OG0011307	0	3	0	0	0	0	0	0	1	2	0	0	1	1
(null)	OG0011308	0	1	1	0	0	0	1	0	1	0	1	1	1	1
(null)	OG0011309	0	1	1	1	0	1	0	0	1	1	0	1	1	0
(null)	OG0011310	0	1	1	0	0	1	1	0	1	0	0	1	1	1
(null)	OG0011311	0	1	0	0	1	0	1	1	1	0	1	0	1	1
(null)	OG0011312	0	1	0	0	1	0	0	1	1	1	1	1	0	1
(null)	OG0011313	0	1	0	1	0	1	1	1	0	1	0	0	1	1
(null)	OG0011314	0	8	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0011315	0	2	0	0	0	1	1	1	1	1	1	0	0	0
(null)	OG0011316	0	3	0	0	0	0	0	0	0	0	2	0	3	0
(null)	OG0011317	0	2	0	0	0	0	3	0	0	0	0	0	1	2
(null)	OG0011318	0	1	0	0	0	1	1	0	1	1	1	0	1	1
(null)	OG0011319	0	1	0	0	0	1	1	1	2	0	2	0	0	0
(null)	OG0011320	0	8	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0011321	0	1	0	0	0	1	1	1	0	2	0	1	0	1
(null)	OG0011322	0	1	1	1	0	0	1	0	1	0	0	2	0	1
(null)	OG0011323	0	2	0	0	0	1	3	0	0	2	0	0	0	0
(null)	OG0011324	0	1	1	1	0	0	0	0	1	1	0	1	1	1
(null)	OG0011325	0	7	1	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0011326	0	1	0	0	1	1	0	1	1	1	1	0	1	0
(null)	OG0011327	0	5	0	0	0	0	0	0	0	0	0	3	0	0
(null)	OG0011328	0	1	0	0	0	0	0	0	0	0	0	1	6	0
(null)	OG0011329	0	1	0	0	0	0	1	0	0	0	0	3	0	3
(null)	OG0011330	0	1	1	0	0	1	1	0	1	1	0	0	1	1
(null)	OG0011331	0	1	0	0	0	4	0	0	0	3	0	0	0	0
(null)	OG0011332	0	1	1	1	0	0	1	0	0	1	1	1	1	0
(null)	OG0011333	0	2	0	1	0	2	0	0	0	0	0	0	1	2
(null)	OG0011334	0	1	1	1	0	1	1	0	1	0	0	0	1	1
(null)	OG0011335	0	2	0	0	1	0	1	0	1	0	0	1	1	1
(null)	OG0011336	0	1	1	0	0	1	0	1	1	1	0	1	0	1
(null)	OG0011337	0	2	1	1	0	0	1	0	2	0	0	0	0	1
(null)	OG0011338	0	1	0	0	0	2	1	0	0	2	0	0	1	1
(null)	OG0011339	0	1	1	1	0	1	1	1	0	0	0	0	1	1
(null)	OG0011340	0	3	0	0	0	4	0	1	0	0	0	0	0	0
(null)	OG0011341	0	1	1	1	0	1	1	0	1	0	0	0	1	1
(null)	OG0011342	0	1	0	1	0	1	1	0	1	1	0	1	1	0
(null)	OG0011343	0	1	1	0	0	1	1	0	1	0	0	0	1	2
(null)	OG0011344	0	1	1	1	0	1	1	0	1	0	0	0	1	1
(null)	OG0011345	0	1	0	0	0	1	1	1	1	0	0	0	1	2
(null)	OG0011346	0	1	0	0	1	1	0	1	1	1	1	1	0	0
(null)	OG0011347	0	6	0	0	0	1	0	0	0	0	1	0	0	0
(null)	OG0011348	0	1	5	0	0	0	1	0	0	0	0	0	0	1
(null)	OG0011349	0	1	0	1	0	0	0	0	1	1	1	0	0	3
(null)	OG0011350	0	1	0	1	1	1	0	1	1	0	1	0	1	0
(null)	OG0011351	0	2	0	0	1	1	0	1	1	0	1	0	1	0
(null)	OG0011352	0	3	0	0	0	5	0	0	0	0	0	0	0	0
(null)	OG0011353	0	1	0	1	0	1	1	1	1	1	0	0	0	1
(null)	OG0011354	0	1	1	1	0	1	1	0	1	0	0	0	1	1
(null)	OG0011355	0	1	1	0	0	1	1	0	0	0	1	1	0	2
(null)	OG0011356	0	1	1	0	0	1	0	1	1	0	1	0	1	1
(null)	OG0011357	0	6	0	0	0	1	0	0	0	1	0	0	0	0
(null)	OG0011358	0	1	0	1	0	1	1	1	1	0	0	1	1	0
(null)	OG0011359	0	1	1	0	0	1	1	0	1	0	1	0	1	1
(null)	OG0011360	0	1	0	0	0	0	0	1	0	0	6	0	0	0
(null)	OG0011361	0	1	1	0	0	2	1	0	1	0	0	0	1	1
(null)	OG0011362	0	1	1	2	0	0	1	0	1	0	0	0	1	1
(null)	OG0011363	0	1	1	2	0	1	1	0	1	0	0	0	0	1
(null)	OG0011364	0	1	0	0	1	0	1	1	1	0	1	0	1	1
(null)	OG0011365	0	1	0	1	0	1	1	1	1	0	0	0	1	1
(null)	OG0011366	0	1	0	0	0	0	1	1	0	3	2	0	0	0
(null)	OG0011367	0	6	0	0	0	1	0	1	0	0	0	0	0	0
(null)	OG0011368	0	2	1	0	0	2	1	0	1	0	0	0	0	1
(null)	OG0011369	0	2	1	0	0	0	2	0	1	0	0	0	1	1
(null)	OG0011370	0	1	0	0	0	1	1	1	0	1	0	1	1	1
(null)	OG0011371	0	1	1	1	0	1	1	0	0	0	0	1	1	1
(null)	OG0011372	0	1	0	1	0	1	1	1	0	1	0	1	1	0
(null)	OG0011373	0	1	0	0	1	1	1	1	0	0	1	0	1	1
(null)	OG0011374	0	1	1	0	0	1	1	0	1	1	0	0	1	1
(null)	OG0011375	0	1	1	0	1	1	0	1	0	1	0	1	1	0
(null)	OG0011376	0	1	0	1	1	0	1	1	1	0	1	0	0	1
(null)	OG0011377	0	2	1	0	1	1	0	1	0	0	1	1	0	0
(null)	OG0011378	0	1	1	0	0	1	0	1	1	2	0	0	0	1
(null)	OG0011379	0	1	0	1	0	1	1	1	0	1	0	0	1	1
(null)	OG0011380	0	1	0	1	0	0	1	0	1	1	0	1	1	1
(null)	OG0011381	0	0	1	0	1	0	0	1	0	2	1	1	0	1
(null)	OG0011382	0	0	8	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0011383	0	0	1	1	1	0	1	0	1	0	1	0	1	1
(null)	OG0011384	0	0	8	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0011385	0	0	1	0	0	0	1	1	1	1	0	1	1	1
(null)	OG0011386	0	0	8	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0011387	0	0	2	1	1	1	1	0	2	0	0	0	0	0
(null)	OG0011388	0	0	8	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0011389	0	0	2	4	0	0	2	0	0	0	0	0	0	0
(null)	OG0011390	0	0	1	1	0	1	1	0	1	0	0	1	1	1
(null)	OG0011391	0	0	5	0	0	0	0	0	0	3	0	0	0	0
(null)	OG0011392	0	0	1	1	0	1	1	0	1	1	0	0	1	1
(null)	OG0011393	0	0	1	1	0	1	1	0	1	1	0	0	1	1
(null)	OG0011394	0	0	3	1	0	2	0	0	0	0	0	0	2	0
(null)	OG0011395	0	0	1	1	0	0	1	1	1	1	0	0	1	1
(null)	OG0011396	0	0	1	1	0	1	1	0	1	1	0	0	1	1
(null)	OG0011397	0	0	1	0	1	0	0	2	0	0	3	0	1	0
(null)	OG0011398	0	0	1	0	0	0	0	0	0	0	0	7	0	0
(null)	OG0011399	0	0	0	1	0	1	1	1	0	0	0	0	2	2
(null)	OG0011400	0	0	0	1	0	1	1	0	0	0	1	1	1	2
(null)	OG0011401	0	0	0	1	0	1	1	1	1	0	0	0	1	2
(null)	OG0011402	0	0	0	1	1	1	0	1	0	1	0	1	1	1
(null)	OG0011403	0	0	0	0	2	1	0	3	0	0	2	0	0	0
(null)	OG0011404	0	0	0	0	2	0	3	1	0	0	0	0	1	1
(null)	OG0011405	0	0	0	0	1	1	0	6	0	0	0	0	0	0
(null)	OG0011406	0	0	0	0	1	1	1	0	0	1	2	0	1	1
(null)	OG0011407	0	0	0	0	0	5	0	0	0	0	3	0	0	0
(null)	OG0011408	0	0	0	0	0	7	0	0	0	0	1	0	0	0
(null)	OG0011409	0	0	0	0	0	6	0	0	0	0	0	0	0	2
(null)	OG0011410	0	0	0	0	0	3	0	0	0	5	0	0	0	0
(null)	OG0011411	0	0	0	0	0	7	1	0	0	0	0	0	0	0
(null)	OG0011412	0	0	0	0	0	3	0	1	0	0	0	4	0	0
(null)	OG0011413	0	0	0	0	0	1	2	0	1	0	0	0	0	4
(null)	OG0011414	0	0	0	0	0	6	0	2	0	0	0	0	0	0
(null)	OG0011415	0	0	0	0	0	7	0	0	0	0	0	0	0	1
(null)	OG0011416	0	0	0	0	0	8	0	0	0	0	0	0	0	0
(null)	OG0011417	0	0	0	0	0	8	0	0	0	0	0	0	0	0
(null)	OG0011418	0	0	0	0	0	6	0	0	0	0	0	2	0	0
(null)	OG0011419	0	0	0	0	0	5	0	0	0	3	0	0	0	0
(null)	OG0011420	0	0	0	0	0	7	0	0	0	1	0	0	0	0
(null)	OG0011421	0	0	0	0	0	1	0	1	0	6	0	0	0	0
(null)	OG0011422	0	0	0	0	0	8	0	0	0	0	0	0	0	0
(null)	OG0011423	0	0	0	0	0	8	0	0	0	0	0	0	0	0
(null)	OG0011424	0	0	0	0	0	1	0	0	0	0	1	0	0	6
(null)	OG0011425	0	0	0	0	0	0	3	0	0	0	0	0	3	2
(null)	OG0011426	0	0	0	0	0	0	1	1	0	0	0	0	4	2
(null)	OG0011427	0	0	0	0	0	0	0	6	0	1	1	0	0	0
(null)	OG0011428	0	0	0	0	0	0	0	0	8	0	0	0	0	0
(null)	OG0011429	0	0	0	0	0	0	0	0	8	0	0	0	0	0
(null)	OG0011430	0	0	0	0	0	0	0	0	8	0	0	0	0	0
(null)	OG0011431	0	0	0	0	0	0	0	0	8	0	0	0	0	0
(null)	OG0011432	0	0	0	0	0	0	0	0	0	8	0	0	0	0
(null)	OG0011433	0	0	0	0	0	0	0	0	0	0	1	7	0	0
(null)	OG0011434	0	0	0	0	0	0	0	0	0	0	0	8	0	0
(null)	OG0011435	0	0	0	0	0	0	0	0	0	0	0	8	0	0
(null)	OG0011436	0	0	0	0	0	0	0	0	0	0	0	8	0	0
(null)	OG0011437	0	0	0	0	0	0	0	0	0	0	0	8	0	0
(null)	OG0011438	0	0	0	0	0	0	0	0	0	0	0	8	0	0
(null)	OG0011439	0	0	0	0	0	0	0	0	0	0	0	8	0	0
(null)	OG0011440	0	0	0	0	0	0	0	0	0	0	0	8	0	0
(null)	OG0011441	0	0	0	0	0	0	0	0	0	0	0	0	8	0
(null)	OG0011442	0	0	0	0	0	0	0	0	0	0	0	0	8	0
(null)	OG0011443	0	0	0	0	0	0	0	0	0	0	0	0	8	0
(null)	OG0011444	1	0	0	1	0	1	1	0	1	0	0	0	1	1
(null)	OG0011445	7	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0011446	1	0	0	0	0	0	1	0	0	0	1	0	3	1
(null)	OG0011447	1	0	0	1	0	0	1	0	1	0	0	1	1	1
(null)	OG0011448	1	1	0	0	0	0	1	1	0	1	0	1	1	0
(null)	OG0011449	1	1	1	0	0	0	1	0	0	1	0	0	1	1
(null)	OG0011450	2	2	0	0	0	0	1	0	0	0	0	2	0	0
(null)	OG0011451	1	1	1	0	0	1	0	0	1	0	0	0	1	1
(null)	OG0011452	1	0	0	1	0	0	1	0	1	0	0	1	1	1
(null)	OG0011453	7	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0011454	1	0	1	1	0	0	1	0	0	0	0	1	1	1
(null)	OG0011455	1	0	0	0	0	1	1	4	0	0	0	0	0	0
(null)	OG0011456	1	1	0	0	0	1	0	1	0	1	1	0	0	1
(null)	OG0011457	1	0	0	0	0	4	0	0	0	0	0	0	2	0
(null)	OG0011458	1	0	1	1	0	0	1	0	1	0	0	0	1	1
(null)	OG0011459	1	1	1	1	0	1	1	0	0	0	0	0	1	0
(null)	OG0011460	2	0	0	2	0	0	0	0	2	0	0	1	0	0
(null)	OG0011461	2	0	1	0	0	0	1	0	0	0	0	1	1	1
(null)	OG0011462	1	0	1	1	1	0	0	1	0	0	1	1	0	0
(null)	OG0011463	1	0	1	1	0	0	1	0	0	0	0	1	1	1
(null)	OG0011464	1	0	0	1	1	0	1	0	0	1	0	0	1	1
(null)	OG0011465	1	0	0	1	0	1	0	0	1	0	1	1	0	1
(null)	OG0011466	1	1	0	1	0	0	1	0	1	0	0	0	1	1
(null)	OG0011467	1	0	1	0	0	0	1	0	1	1	0	1	1	0
(null)	OG0011468	1	1	0	0	0	0	0	0	0	1	0	3	1	0
(null)	OG0011469	1	1	0	0	0	1	2	1	0	0	1	0	0	0
(null)	OG0011470	1	0	0	1	2	1	0	0	0	0	1	0	1	0
(null)	OG0011471	1	1	1	0	0	1	0	0	1	0	0	0	1	1
(null)	OG0011472	2	0	2	0	0	0	0	0	1	1	0	1	0	0
(null)	OG0011473	1	0	0	0	0	1	1	0	2	1	1	0	0	0
(null)	OG0011474	1	0	1	0	0	1	1	0	1	0	0	0	1	1
(null)	OG0011475	1	1	0	0	0	1	1	1	1	0	0	0	1	0
(null)	OG0011476	1	0	1	1	0	1	1	0	0	0	0	0	1	1
(null)	OG0011477	1	1	0	0	1	1	0	0	1	0	0	1	1	0
(null)	OG0011478	1	1	0	1	0	0	1	0	0	0	0	2	0	1
(null)	OG0011479	1	1	1	0	0	1	1	0	0	0	0	0	1	1
(null)	OG0011480	1	1	0	0	0	1	0	1	2	1	0	0	0	0
(null)	OG0011481	1	0	0	1	0	0	1	1	0	1	0	1	0	1
(null)	OG0011482	1	5	0	0	0	0	0	0	0	0	0	0	0	1
(null)	OG0011483	1	1	0	1	0	1	1	0	0	0	0	0	1	1
(null)	OG0011484	1	0	1	0	0	0	1	0	1	0	0	1	1	1
(null)	OG0011485	1	0	0	1	0	0	2	0	1	0	1	0	0	1
(null)	OG0011486	1	1	0	0	0	0	1	0	0	1	0	2	0	1
(null)	OG0011487	1	0	0	1	0	0	1	0	1	0	0	1	1	1
(null)	OG0011488	1	2	0	0	0	1	0	0	0	2	0	0	0	1
(null)	OG0011489	2	2	0	0	0	1	1	0	1	0	0	0	0	0
(null)	OG0011490	1	1	1	1	0	0	1	0	0	0	0	1	1	0
(null)	OG0011491	1	1	0	0	0	0	0	1	1	1	1	0	0	1
(null)	OG0011492	1	0	1	0	0	1	1	0	0	0	1	0	1	1
(null)	OG0011493	1	1	0	0	0	0	1	0	1	1	0	0	1	1
(null)	OG0011494	1	1	0	0	0	0	1	0	3	0	0	0	1	0
(null)	OG0011495	2	0	1	0	0	1	0	0	1	1	1	0	0	0
(null)	OG0011496	1	1	0	1	0	0	1	0	0	0	0	1	1	1
(null)	OG0011497	1	1	0	1	0	0	0	0	1	2	0	0	0	1
(null)	OG0011498	1	1	0	0	0	1	0	0	0	1	1	0	1	1
(null)	OG0011499	1	1	0	1	1	1	0	1	0	1	0	0	0	0
(null)	OG0011500	1	1	1	0	0	1	1	0	0	0	0	1	1	0
(null)	OG0011501	1	1	0	0	0	0	2	1	2	0	0	0	0	0
(null)	OG0011502	1	1	0	2	0	0	1	0	0	0	0	0	1	1
(null)	OG0011503	0	2	0	0	1	1	1	1	1	0	0	0	0	0
(null)	OG0011504	0	1	0	1	0	1	1	1	1	0	0	0	1	0
(null)	OG0011505	0	4	0	0	0	1	0	1	0	0	0	1	0	0
(null)	OG0011506	0	1	0	1	0	0	1	0	1	0	0	0	1	2
(null)	OG0011507	0	1	0	0	0	0	1	1	2	0	0	0	0	2
(null)	OG0011508	0	1	1	0	1	1	0	0	0	1	1	1	0	0
(null)	OG0011509	0	6	0	0	0	1	0	0	0	0	0	0	0	0
(null)	OG0011510	0	1	1	1	0	1	1	0	0	0	0	1	0	1
(null)	OG0011511	0	6	0	0	0	0	0	0	0	0	1	0	0	0
(null)	OG0011512	0	1	0	1	0	0	1	0	2	0	0	0	1	1
(null)	OG0011513	0	5	0	1	0	0	0	0	0	0	0	0	1	0
(null)	OG0011514	0	1	1	1	0	1	0	1	0	0	0	0	1	1
(null)	OG0011515	0	1	1	1	0	0	1	0	1	0	0	0	1	1
(null)	OG0011516	0	1	1	0	0	1	1	0	1	0	0	0	1	1
(null)	OG0011517	0	1	0	0	0	0	1	1	1	1	0	0	1	1
(null)	OG0011518	0	2	0	0	0	2	1	0	0	0	0	0	1	1
(null)	OG0011519	0	1	0	1	0	1	1	1	1	0	0	0	1	0
(null)	OG0011520	0	1	1	0	0	1	1	1	1	0	0	0	1	0
(null)	OG0011521	0	1	1	0	1	1	0	1	0	0	1	1	0	0
(null)	OG0011522	0	7	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0011523	0	4	0	0	0	3	0	0	0	0	0	0	0	0
(null)	OG0011524	0	4	0	0	0	0	0	0	0	1	1	0	1	0
(null)	OG0011525	0	2	0	0	0	4	0	0	0	0	0	0	0	1
(null)	OG0011526	0	7	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0011527	0	1	1	1	0	1	1	0	1	0	0	0	0	1
(null)	OG0011528	0	7	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0011529	0	2	0	0	1	2	1	1	0	0	0	0	0	0
(null)	OG0011530	0	1	0	1	0	0	1	0	0	1	1	1	1	0
(null)	OG0011531	0	1	1	1	0	1	0	0	1	1	0	1	0	0
(null)	OG0011532	0	1	0	0	0	3	0	0	0	0	0	1	0	2
(null)	OG0011533	0	1	0	0	0	2	0	0	1	3	0	0	0	0
(null)	OG0011534	0	1	0	1	0	1	1	0	1	0	0	0	1	1
(null)	OG0011535	0	1	1	0	0	1	1	0	1	0	1	1	0	0
(null)	OG0011536	0	6	0	0	0	0	0	0	0	0	0	0	1	0
(null)	OG0011537	0	1	0	1	0	1	1	1	1	0	0	0	1	0
(null)	OG0011538	0	5	1	0	0	0	0	0	0	1	0	0	0	0
(null)	OG0011539	0	1	1	0	0	1	1	1	1	0	0	0	1	0
(null)	OG0011540	0	2	0	0	0	3	0	0	0	1	0	0	1	0
(null)	OG0011541	0	4	0	0	0	1	1	0	1	0	0	0	0	0
(null)	OG0011542	0	7	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0011543	0	3	0	0	0	0	0	3	0	0	0	0	0	1
(null)	OG0011544	0	7	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0011545	0	1	1	1	0	0	1	0	1	0	0	1	0	1
(null)	OG0011546	0	2	0	1	0	0	1	0	1	0	0	0	1	1
(null)	OG0011547	0	1	1	1	0	1	0	0	1	1	0	1	0	0
(null)	OG0011548	0	1	1	0	0	0	1	0	1	0	0	1	1	1
(null)	OG0011549	0	4	0	0	1	1	0	0	0	0	1	0	0	0
(null)	OG0011550	0	1	0	0	0	0	0	0	5	1	0	0	0	0
(null)	OG0011551	0	2	0	1	0	0	1	0	1	0	1	0	0	1
(null)	OG0011552	0	1	0	0	0	2	1	1	1	0	0	0	1	0
(null)	OG0011553	0	2	0	0	1	1	1	0	0	0	0	0	1	1
(null)	OG0011554	0	1	0	0	0	0	1	0	0	0	0	0	1	4
(null)	OG0011555	0	1	0	0	0	0	1	0	0	1	0	0	1	3
(null)	OG0011556	0	1	0	1	0	1	1	1	1	0	0	0	1	0
(null)	OG0011557	0	1	0	0	0	1	1	0	1	0	0	1	1	1
(null)	OG0011558	0	2	0	0	0	2	0	1	0	0	0	0	2	0
(null)	OG0011559	0	1	0	0	0	1	2	1	0	0	0	0	1	1
(null)	OG0011560	0	1	0	0	0	1	1	0	1	0	0	1	0	2
(null)	OG0011561	0	1	1	0	0	1	0	0	1	0	1	1	0	1
(null)	OG0011562	0	2	0	0	0	2	1	1	1	0	0	0	0	0
(null)	OG0011563	0	5	1	0	0	1	0	0	0	0	0	0	0	0
(null)	OG0011564	0	7	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0011565	0	1	0	1	1	0	1	1	0	0	1	0	1	0
(null)	OG0011566	0	1	0	1	0	1	0	0	1	1	0	0	1	1
(null)	OG0011567	0	1	0	0	1	1	1	0	0	1	0	0	0	2
(null)	OG0011568	0	1	1	1	0	0	1	0	1	0	0	0	1	1
(null)	OG0011569	0	1	0	0	1	3	0	0	0	0	0	0	2	0
(null)	OG0011570	0	2	0	0	0	5	0	0	0	0	0	0	0	0
(null)	OG0011571	0	1	0	1	0	1	1	0	1	0	0	0	1	1
(null)	OG0011572	0	6	0	0	0	1	0	0	0	0	0	0	0	0
(null)	OG0011573	0	1	0	0	1	1	0	1	0	0	1	1	0	1
(null)	OG0011574	0	1	0	0	0	1	1	1	0	0	0	1	1	1
(null)	OG0011575	0	1	0	0	0	0	3	0	0	0	0	0	1	2
(null)	OG0011576	0	1	0	1	1	1	0	1	0	0	1	1	0	0
(null)	OG0011577	0	1	0	0	0	0	2	0	1	0	0	1	1	1
(null)	OG0011578	0	1	0	2	0	1	1	0	0	0	0	0	1	1
(null)	OG0011579	0	1	0	0	1	1	1	0	0	0	1	0	1	1
(null)	OG0011580	0	6	0	0	0	0	0	0	0	1	0	0	0	0
(null)	OG0011581	0	2	0	1	0	0	0	0	1	0	0	0	1	2
(null)	OG0011582	0	2	0	1	0	0	1	0	1	0	0	0	1	1
(null)	OG0011583	0	1	0	0	0	0	1	1	0	2	1	0	1	0
(null)	OG0011584	0	1	0	0	0	1	1	0	1	0	0	1	1	1
(null)	OG0011585	0	1	1	0	1	0	0	1	0	1	1	1	0	0
(null)	OG0011586	0	1	1	1	0	0	1	1	0	0	0	1	0	1
(null)	OG0011587	0	1	0	0	3	1	0	1	0	1	0	0	0	0
(null)	OG0011588	0	1	0	0	2	2	0	1	0	0	1	0	0	0
(null)	OG0011589	0	1	0	0	1	1	1	1	0	0	1	0	1	0
(null)	OG0011590	0	1	1	1	0	1	1	0	1	0	0	0	0	1
(null)	OG0011591	0	1	0	0	1	1	0	1	0	1	1	0	0	1
(null)	OG0011592	0	1	0	1	0	1	1	1	0	1	0	0	0	1
(null)	OG0011593	0	1	1	0	0	1	1	0	0	0	0	1	1	1
(null)	OG0011594	0	1	1	0	0	1	1	1	1	0	0	0	1	0
(null)	OG0011595	0	1	1	0	1	1	1	1	0	0	1	0	0	0
(null)	OG0011596	0	1	1	1	0	1	0	0	1	1	0	0	1	0
(null)	OG0011597	0	1	1	0	0	1	1	0	0	0	0	1	1	1
(null)	OG0011598	0	1	0	1	1	1	0	0	0	2	0	1	0	0
(null)	OG0011599	0	1	0	0	1	1	0	1	0	0	1	0	1	1
(null)	OG0011600	0	1	1	0	0	1	1	0	0	1	0	0	1	1
(null)	OG0011601	0	0	7	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0011602	0	0	2	0	1	0	0	1	0	0	2	0	1	0
(null)	OG0011603	0	0	7	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0011604	0	0	1	0	0	3	0	0	0	1	1	1	0	0
(null)	OG0011605	0	0	1	0	0	0	0	0	2	0	1	2	1	0
(null)	OG0011606	0	0	1	0	1	0	1	0	0	0	1	1	1	1
(null)	OG0011607	0	0	7	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0011608	0	0	1	0	0	1	1	1	0	0	0	1	1	1
(null)	OG0011609	0	0	1	0	0	3	1	2	0	0	0	0	0	0
(null)	OG0011610	0	0	2	0	0	0	1	0	1	0	0	1	1	1
(null)	OG0011611	0	0	1	1	0	0	1	0	1	0	0	0	2	1
(null)	OG0011612	0	0	1	1	1	0	0	1	0	1	1	0	0	1
(null)	OG0011613	0	0	1	1	0	0	1	0	1	0	0	1	1	1
(null)	OG0011614	0	0	1	0	0	0	1	1	1	0	0	1	1	1
(null)	OG0011615	0	0	1	1	1	0	1	1	0	0	0	0	1	1
(null)	OG0011616	0	0	1	0	0	3	2	0	0	0	0	0	0	1
(null)	OG0011617	0	0	1	1	0	1	1	0	1	0	0	0	1	1
(null)	OG0011618	0	0	1	0	0	1	1	0	1	0	0	1	1	1
(null)	OG0011619	0	0	1	1	0	0	1	0	1	0	0	1	1	1
(null)	OG0011620	0	0	1	0	0	1	1	0	1	0	0	1	1	1
(null)	OG0011621	0	0	1	1	0	0	1	0	0	3	0	0	1	0
(null)	OG0011622	0	0	1	1	0	1	0	0	2	0	0	0	1	1
(null)	OG0011623	0	0	1	1	0	1	1	0	1	0	0	1	0	1
(null)	OG0011624	0	0	1	0	0	0	1	0	1	0	0	0	0	4
(null)	OG0011625	0	0	1	1	0	1	0	1	1	0	0	0	1	1
(null)	OG0011626	0	0	1	1	0	0	1	0	1	0	0	1	1	1
(null)	OG0011627	0	0	1	1	0	0	2	0	1	0	0	0	1	1
(null)	OG0011628	0	0	0	7	0	0	0	0	0	0	0	0	0	0
(null)	OG0011629	0	0	0	1	0	0	1	0	1	0	1	1	1	1
(null)	OG0011630	0	0	0	1	0	0	2	0	1	0	0	0	2	1
(null)	OG0011631	0	0	0	1	1	1	0	1	1	0	0	1	1	0
(null)	OG0011632	0	0	0	1	0	1	1	0	1	1	0	0	1	1
(null)	OG0011633	0	0	0	1	0	0	0	0	5	0	0	0	0	1
(null)	OG0011634	0	0	0	0	2	0	0	2	0	1	1	1	0	0
(null)	OG0011635	0	0	0	0	1	0	0	2	1	1	2	0	0	0
(null)	OG0011636	0	0	0	0	2	0	0	1	0	0	1	0	3	0
(null)	OG0011637	0	0	0	0	2	3	0	1	0	0	0	0	0	1
(null)	OG0011638	0	0	0	0	1	1	1	1	1	0	1	0	0	1
(null)	OG0011639	0	0	0	0	1	0	1	1	0	1	1	0	1	1
(null)	OG0011640	0	0	0	0	0	7	0	0	0	0	0	0	0	0
(null)	OG0011641	0	0	0	0	0	7	0	0	0	0	0	0	0	0
(null)	OG0011642	0	0	0	0	0	6	0	0	0	0	0	0	1	0
(null)	OG0011643	0	0	0	0	0	7	0	0	0	0	0	0	0	0
(null)	OG0011644	0	0	0	0	0	5	0	0	0	0	0	1	1	0
(null)	OG0011645	0	0	0	0	0	6	0	1	0	0	0	0	0	0
(null)	OG0011646	0	0	0	0	0	7	0	0	0	0	0	0	0	0
(null)	OG0011647	0	0	0	0	0	7	0	0	0	0	0	0	0	0
(null)	OG0011648	0	0	0	0	0	7	0	0	0	0	0	0	0	0
(null)	OG0011649	0	0	0	0	0	7	0	0	0	0	0	0	0	0
(null)	OG0011650	0	0	0	0	0	7	0	0	0	0	0	0	0	0
